payload_entropy,topic_diversity,temporal_clustering_score,normal_emergency_ratio,inter_alert_interval_mean,freq_rolling_std_5w,inter_interval_variance,alert_rate_acceleration,label,attack_type,window_start_time
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T01:22:31+00:00
0.0,0.0,1.0,1811.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T01:32:31+00:00
0.0,0.0,1.0,1449.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T01:42:31+00:00
0.0,0.0,1.0,1087.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T01:52:31+00:00
0.0,0.0,1.0,725.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T02:02:31+00:00
0.0,0.0,1.0,363.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T02:12:31+00:00
0.0,0.0,1.0,1.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T02:22:31+00:00
4.8386123754835815,2.0,1.3636363636363635,328.09090909090907,4.103519101813435,3.1622776601683853,10.38517270366761,3.0,0,slow_poisoning,2026-02-25T02:22:31+00:00
4.8371372767012915,2.0,1.5,294.8333333333333,4.894626119597391,3.1622776601683853,16.231008882758125,-4.0,0,slow_poisoning,2026-02-25T02:37:31+00:00
4.759360485394867,2.0,1.5,345.3,5.980495078282224,1.0,16.45707656804691,-4.0,0,slow_poisoning,2026-02-25T02:52:31+00:00
0.0,0.0,1.0,363.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T03:32:31+00:00
0.0,0.0,1.0,725.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T03:42:31+00:00
0.0,0.0,1.0,1087.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T03:52:31+00:00
0.0,0.0,1.0,1449.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:02:31+00:00
4.702753042722854,2.0,1.5,205.25,2.417271437744299,3.593976442141304,0.2002882138103337,-4.0,0,slow_poisoning,2026-02-25T04:07:31+00:00
0.0,0.0,1.0,1811.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T04:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:22:31+00:00
0.0,0.0,1.0,1811.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:32:31+00:00
0.0,0.0,1.0,1449.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:42:31+00:00
0.0,0.0,1.0,1087.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T05:52:31+00:00
0.0,0.0,1.0,725.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T06:02:31+00:00
0.0,0.0,1.0,363.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T06:12:31+00:00
0.0,0.0,1.0,1.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T06:22:31+00:00
5.04846639623424,3.0,1.4848484848484849,0.1679692856163444,0.0014845757058054,211.93796262113608,0.0048199350373797,-18823.0,0,flooding,2026-02-25T06:22:31+00:00
5.053736739524924,3.0,1.9999094483498152,0.1679199195363762,0.002770795622386,211.93796262113608,0.012745011228379,-11519.0,0,flooding,2026-02-25T06:37:31+00:00
5.050597526040016,3.0,1.9999094483498152,0.1679420056383407,0.0051152783904313,11829.205932775032,0.0182265725535594,-8468.0,0,flooding,2026-02-25T06:52:31+00:00
5.055964726923419,3.0,1.9999094483498152,0.1679264777856327,0.0032488072091664,9779.800726497448,0.0103347282937022,35.809999999999945,0,flooding,2026-02-25T07:07:31+00:00
5.057400069620776,3.0,1.9999094483498152,0.1677885243758985,0.0018813503584216,9559.389849775978,0.0037988852777634,35.809999999999945,0,flooding,2026-02-25T07:22:31+00:00
0.0,0.0,1.0,363.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T07:32:31+00:00
5.0573271088914735,3.0,1.9999094483498152,0.1678127920950727,0.0014712781415441,8620.438184918445,0.0028361005659613,35.809999999999945,0,flooding,2026-02-25T07:37:31+00:00
0.0,0.0,1.0,725.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T07:42:31+00:00
0.0,0.0,1.0,1087.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T07:52:31+00:00
5.057022161277068,3.0,1.46904455143419,0.1677968400352614,0.0009232112975594,9194.218400712483,8.325245928768232e-07,-29494.0,0,flooding,2026-02-25T07:52:31+00:00
0.0,0.0,1.0,1449.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:02:31+00:00
5.049172114894442,3.0,1.9999094483498152,0.1676617221640918,0.0009232480395376,7008.278997014888,8.323210134954619e-07,-16247.0,0,flooding,2026-02-25T08:07:31+00:00
0.0,0.0,1.0,1811.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:12:31+00:00
4.347691161292044,1.0,1.0,1.0,0.0273930907926776,13302.300150725814,0.0,0.0,0,flooding,2026-02-25T08:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T08:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T09:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T10:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T11:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T12:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T13:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T14:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T15:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T16:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T16:12:31+00:00
4.2895539691673275,2.0,1.238095238095238,102.52380952380952,0.2611275965347886,9.391485505499118,1.088171815003389,21.0,1,normal,2026-02-25T16:22:31+00:00
4.3347732199597075,3.0,1.0,82.57692307692308,0.2143802785873413,12.992305415129373,0.8705748191080152,26.0,1,normal,2026-02-25T16:32:31+00:00
4.452067597675397,3.0,1.0,54.717948717948715,0.5660808035417607,17.020575783445164,7.025669192113776,35.809999999999945,1,normal,2026-02-25T16:42:31+00:00
4.452067597675397,3.0,1.0,54.717948717948715,0.5660808035417607,16.077935190813527,7.025669192113776,-5.0,1,normal,2026-02-25T16:52:31+00:00
4.452067597675397,3.0,1.0,54.717948717948715,0.5660808035417607,8.67179335547152,7.025669192113776,-13.0,1,normal,2026-02-25T17:02:31+00:00
4.452067597675397,3.0,1.0,54.717948717948715,0.5660808035417607,5.813776741499455,7.025669192113776,-39.0,1,normal,2026-02-25T17:12:31+00:00
4.471065563077028,3.0,1.4444444444444444,119.72222222222224,0.956536916687208,9.391485505499116,14.658289260889124,-18.0,1,normal,2026-02-25T17:22:31+00:00
4.3902460927232845,3.0,1.0,138.30769230769232,0.0281518682216604,12.99230541512937,6.946905201473116e-06,-13.0,1,normal,2026-02-25T17:32:31+00:00
0.0,0.0,1.0,1449.0,0.0273930907926776,17.020575783445164,0.0,0.0,1,normal,2026-02-25T17:42:31+00:00
0.0,0.0,1.0,1087.0,0.0273930907926776,16.077935190813527,0.0,0.0,1,normal,2026-02-25T17:52:31+00:00
0.0,0.0,1.0,725.0,0.0273930907926776,8.67179335547152,0.0,0.0,1,normal,2026-02-25T18:02:31+00:00
0.0,0.0,1.0,363.0,0.0273930907926776,5.813776741499453,0.0,0.0,1,normal,2026-02-25T18:12:31+00:00
0.0,0.0,1.0,1.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T18:22:31+00:00
5.054567036210628,3.0,1.0020298507462686,0.1682388059701492,0.001790941863494,13112.110253502296,3.1276594359620093e-06,-8375.0,0,flooding,2026-02-25T19:37:31+00:00
5.056242010546544,3.0,1.3331741673630175,0.1680792646532171,0.0017906184822618,10956.259156299651,3.1274869946443233e-06,-16754.0,0,flooding,2026-02-25T19:52:31+00:00
4.574084208074458,2.0,1.5,204.0,1.1245114902655284,3.898717737923586,0.8115964273686771,-4.0,0,slow_poisoning,2026-02-25T20:07:31+00:00
5.058025243241,3.0,1.1109785677362916,0.1679987275836017,0.0017893715490959,9514.891181721418,3.1284731836149527e-06,-8359.0,0,flooding,2026-02-25T20:07:31+00:00
5.0599743052705435,3.0,1.1703180422665356,0.167933470446213,0.0017883767402398,13261.01454640632,3.129725094113505e-06,35.809999999999945,0,flooding,2026-02-25T20:22:31+00:00
5.064039869663349,3.0,1.1701087766353748,0.1679034421099687,0.0017880569498857,10943.902219957925,3.129737254525774e-06,7.0,0,flooding,2026-02-25T20:37:31+00:00
5.063963393083371,3.0,1.1701785235299376,0.168002861145054,0.0017881635336661,7512.909423119649,3.1304790208349907e-06,-41.0,0,flooding,2026-02-25T20:52:31+00:00
5.061730810302873,3.0,1.1688931297709924,0.1680582061068702,0.0017890700134245,3756.26607151304,3.1296980353709306e-06,-30.0,0,flooding,2026-02-25T21:07:31+00:00
5.058708231923033,3.0,1.1667711037507833,0.168113866260854,0.0017902978897578,17.412639087836506,3.1281543677919344e-06,-3.0,0,flooding,2026-02-25T21:22:31+00:00
4.3435075219623815,1.0,1.0,26.923076923076923,0.0273930917804439,5.813776741499454,8.442320916420461e-17,-13.0,1,normal,2026-02-25T21:32:31+00:00
5.05762382559525,3.0,1.333598599395193,0.1681521566130829,0.0017904412324671,3759.874293111407,3.1284282627742667e-06,-8378.0,0,flooding,2026-02-25T21:37:31+00:00
4.3435075219623815,1.0,1.0,54.76923076923077,0.0273930917804439,7.12039324756716,8.442320916420461e-17,-13.0,1,normal,2026-02-25T21:42:31+00:00
5.062411725024154,3.0,1.3335720680393912,0.1680692330647568,0.0017903004852452,7505.209837173108,3.1275009167992756e-06,-16755.0,0,flooding,2026-02-25T21:52:31+00:00
4.3435075219623815,1.0,1.0,82.61538461538461,0.0273930917804439,7.12039324756716,8.442320916420461e-17,-13.0,1,normal,2026-02-25T21:52:31+00:00
4.3435075219623815,1.0,1.0,110.46153846153848,0.0273930917804439,5.813776741499454,8.442320916420461e-17,-13.0,1,normal,2026-02-25T22:02:31+00:00
5.066131636871262,3.0,1.9999094483498152,0.1680792646532171,0.0017900919370929,10929.75353336021,3.127696687450845e-06,-8377.0,0,flooding,2026-02-25T22:07:31+00:00
4.3435075219623815,1.0,1.0,138.30769230769232,0.0273930917804439,0.0,8.442320916420461e-17,-13.0,1,normal,2026-02-25T22:12:31+00:00
4.3435075219623815,1.0,1.0,166.15384615384616,0.0273930917804439,0.0,8.442320916420461e-17,-13.0,1,normal,2026-02-25T22:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,5.813776741499454,0.0,0.0,1,normal,2026-02-25T22:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,7.12039324756716,0.0,0.0,1,normal,2026-02-25T22:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,7.12039324756716,0.0,0.0,1,normal,2026-02-25T22:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,5.813776741499454,0.0,0.0,1,normal,2026-02-25T23:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T23:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T23:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T23:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T23:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-25T23:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T00:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:02:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:12:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:22:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:32:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:42:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T01:52:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:32:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:42:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T02:52:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,0.0,0.0,0.0,1,normal,2026-02-26T03:02:31+00:00
4.418956965750983,3.0,1.0,166.15384615384616,0.0273910068596402,5.813776741499454,7.433027257670317e-17,13.0,1,normal,2026-02-26T03:12:31+00:00
4.418956965750983,3.0,1.0,166.15384615384616,0.0273910068596402,7.12039324756716,7.433027257670317e-17,13.0,1,normal,2026-02-26T03:22:31+00:00
4.418956965750983,3.0,1.0,166.23076923076923,0.0273910068596402,7.12039324756716,7.433027257670317e-17,13.0,1,normal,2026-02-26T03:32:31+00:00
4.418956965750983,3.0,1.0,166.23076923076923,0.0273910068596402,5.813776741499454,7.433027257670317e-17,-13.0,1,normal,2026-02-26T03:42:31+00:00
4.418956965750983,3.0,1.0,166.23076923076923,0.0273910068596402,0.0,7.433027257670317e-17,-13.0,1,normal,2026-02-26T03:52:31+00:00
4.418956965750983,3.0,1.0,166.23076923076923,0.0273910068596402,0.0,7.433027257670317e-17,-13.0,1,normal,2026-02-26T04:02:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,5.813776741499454,0.0,0.0,1,normal,2026-02-26T04:12:31+00:00
0.0,0.0,1.0,2174.0,0.0273930907926776,7.12039324756716,0.0,0.0,1,normal,2026-02-26T04:22:31+00:00
0.0,0.0,1.0,2173.0,0.0273930907926776,7.12039324756716,0.0,0.0,1,normal,2026-02-26T04:32:31+00:00
4.361902496976855,3.0,1.0,166.15384615384616,0.0273930902282396,7.12039324756716,9.167750733647124e-17,13.0,1,normal,2026-02-26T04:42:31+00:00
4.361902496976855,3.0,1.0,166.15384615384616,0.0273930902282396,7.12039324756716,9.167750733647124e-17,13.0,1,normal,2026-02-26T04:52:31+00:00
